Id,Ref (haul identifier),Cruise,Station,Event,Netno,Nettype,Net mouthm2,Net mesh(mm),Trajectorycode,Date,Year,Month,Day,GMT time,Local time,Day/night,Latitude (dec degrees),Longitude (dec degrees),Minimumnet depth(m),Maximum net depth (m),Water depth mean within 10km range (m),Water depth range within 10km range (m),Mean climatological temperature within 10 km range,Bin size,Mean length (mm),Total krill in sample,Source,Comments
3398,JAZDZEWSKI-III74,I PAMRE,,74,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-54.6433,-35.4211,10,60,-158,112,2.79,2,29.6,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3399,JAZDZEWSKI-III76,I PAMRE,,76,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-54.7271,-35.4345,10,60,-154,244,2.78,2,27.2,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3400,JAZDZEWSKI-III78,I PAMRE,,78,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-54.8037,-35.4641,10,60,-186,263,2.78,2,28.76,102,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3401,JAZDZEWSKI-III79,I PAMRE,,79,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-54.6199,-35.6569,10,60,-164,203,2.79,2,27.52,101,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3402,JAZDZEWSKI-III80,I PAMRE,,80,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-54.5676,-35.5676,10,60,-201,191,2.8,2,27.06,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3403,JAZDZEWSKI-III83,I PAMRE,,83,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-53.947,-35.7746,10,60,-307,1109,2.91,2,27.94,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3404,JAZDZEWSKI-III85A,I PAMRE,,85A,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-53.9384,-36.1134,10,60,-186,293,2.96,2,31.86,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3405,JAZDZEWSKI-III87A,I PAMRE,,87A,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-53.9682,-36.6249,10,60,-185,122,3,2,36.06,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3406,JAZDZEWSKI-III87B,I PAMRE,,87B,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-54.0164,-36.7019,10,60,-169,270,3.01,2,28.64,97,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3407,JAZDZEWSKI-III88,I PAMRE,,88,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-54.0269,-36.0353,10,60,-225,173,2.92,2,36.83,101,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3408,JAZDZEWSKI-III90,I PAMRE,,90,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-54.0586,-35.9492,10,60,-228,103,2.91,2,27.54,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3409,JAZDZEWSKI-III91,I PAMRE,,91,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-54.1093,-35.8054,10,60,-218,134,2.91,2,31.63,98,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3410,JAZDZEWSKI-IIIU1,I PAMRE,,U1,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-53.7472,-37.8036,10,60,-125,124,3.35,2,36.36,101,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3411,JAZDZEWSKI-IIIU2,I PAMRE,,U2,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-53.8015,-36.5563,10,60,-243,261,3.1,2,36.85,99,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3412,JAZDZEWSKI-IIIU3,I PAMRE,,U3,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-53.7184,-36.4696,10,60,-326,821,3.14,2,33.39,101,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3413,JAZDZEWSKI-IIIU4,I PAMRE,,U4,,BONGO,1.13,6,,08-Mar-76,1976,3,8,,,,-53.71,-36.2781,10,60,-1124,1659,3.1,2,39.35,99,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region III sampled 17Feb-22Mar. Size classes in 2mm. Not all hauls digitized as some graphs obscured.
3414,JAZDZEWSKI-IIU1,I PAMRE,,U1,,Trawl 23/56x4,,6,,08-Feb-76,1976,2,8,,,,-61.3001,-57.8001,10,60,-2107,1052,1.72,2,44.34,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region II sampled 5-11 Feb. Size classes in 2mm.
3415,JAZDZEWSKI-IIU2,I PAMRE,,U2,,Trawl 23/56x4,,6,,08-Feb-76,1976,2,8,,,,-61.4001,-57.2001,10,60,-1044,1857,1.56,2,41.94,101,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region II sampled 5-11 Feb. Size classes in 2mm.
3416,JAZDZEWSKI-IIU3,I PAMRE,,U3,,Trawl 23/56x4,,6,,08-Feb-76,1976,2,8,,,,-61.4001,-56.7001,10,60,-491,460,1.48,2,43.37,101,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region II sampled 5-11 Feb. Size classes in 2mm.
3417,JAZDZEWSKI-IIU4,I PAMRE,,U4,,Trawl 23/56x4,,6,,08-Feb-76,1976,2,8,,,,-61.4001,-56.4001,10,60,-398,410,1.37,2,39.32,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region II sampled 5-11 Feb. Size classes in 2mm.
3418,JAZDZEWSKI-IIU5,I PAMRE,,U5,,Trawl 23/56x4,,6,,08-Feb-76,1976,2,8,,,,-61.9001,-56.4001,10,60,-1335,1795,1.01,2,41.14,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region II sampled 5-11 Feb. Size classes in 2mm.
3419,JAZDZEWSKI-IIU6,I PAMRE,,U6,,Trawl 23/56x4,,6,,08-Feb-76,1976,2,8,,,,-61.9001,-56.2001,10,60,-1607,1787,0.95,2,40.69,99,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region II sampled 5-11 Feb. Size classes in 2mm.
3420,JAZDZEWSKI-IIU7,I PAMRE,,U7,,Trawl 23/56x4,,6,,08-Feb-76,1976,2,8,,,,-61.7001,-55.9001,10,60,-827,618,1.17,2,38.1,101,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region II sampled 5-11 Feb. Size classes in 2mm.
3421,JAZDZEWSKI-IIU8,I PAMRE,,U8,,Trawl 23/56x4,,6,,08-Feb-76,1976,2,8,,,,-61.7001,-55.6001,10,60,-1435,1937,1.03,2,43.08,98,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region II sampled 5-11 Feb. Size classes in 2mm.
3422,JAZDZEWSKI-IU1,I PAMRE,,U1,,Trawl 23/56x4,,6,,03-Feb-76,1976,2,3,,,,-63.2228,-66.0099,10,60,-3146,213,2,2,46.8,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region I sampled 28/1-5/2. Size classes in 2mm.
3423,JAZDZEWSKI-IU2,I PAMRE,,U2,,Trawl 23/56x4,,6,,03-Feb-76,1976,2,3,,,,-63.4228,-65.9243,10,60,-3199,419,1.9,2,45.96,99,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region I sampled 28/1-5/2. Size classes in 2mm.
3424,JAZDZEWSKI-IU3,I PAMRE,,U3,,Trawl 23/56x4,,6,,03-Feb-76,1976,2,3,,,,-63.2422,-65.3326,10,60,-2776,242,1.94,2,45.16,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region I sampled 28/1-5/2. Size classes in 2mm.
3425,JAZDZEWSKI-IU4,I PAMRE,,U4,,Trawl 23/56x4,,6,,03-Feb-76,1976,2,3,,,,-63.3347,-65.3545,10,60,-2786,559,1.82,2,43.62,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region I sampled 28/1-5/2. Size classes in 2mm.
3426,JAZDZEWSKI-IU5,I PAMRE,,U5,,Trawl 23/56x4,,6,,03-Feb-76,1976,2,3,,,,-64.7731,-65.6698,10,60,-483,412,1.01,2,32.25,97,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region I sampled 28/1-5/2. Size classes in 2mm.
3427,JAZDZEWSKI-IV105,I PAMRE,,105,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-57.3001,-27.6001,10,60,-3201,200,1.27,2,37.94,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3428,JAZDZEWSKI-IV113,I PAMRE,,113,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-59.7001,-33.2001,10,60,-2244,1389,0.87,2,29.7,101,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3429,JAZDZEWSKI-IV115,I PAMRE,,115,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-58.6001,-32.5001,10,60,-3519,720,1.36,2,37.52,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3430,JAZDZEWSKI-IV116,I PAMRE,,116,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-58.1001,-33.8001,10,60,-2623,667,1.69,2,44.36,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3431,JAZDZEWSKI-IV117,I PAMRE,,117,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-58.0001,-32.0001,10,60,-3606,842,1.54,2,44.88,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3432,JAZDZEWSKI-IV118,I PAMRE,,118,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-56.3001,-32.6001,10,60,-3138,484,2.13,2,30.3,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3433,JAZDZEWSKI-IV119,I PAMRE,,119,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-56.4001,-30.9001,10,60,-3467,848,1.77,2,39.8,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3434,JAZDZEWSKI-IV97,I PAMRE,,97,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-56.5001,-34.1001,10,60,-3270,356,2.39,2,44.58,103,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3435,JAZDZEWSKI-IV98,I PAMRE,,98,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-56.9001,-31.1001,10,60,-3347,660,1.75,2,25.72,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3436,JAZDZEWSKI-IVU1,I PAMRE,,U1,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-56.3001,-36.5001,10,60,-3459,1180,2.87,2,39.2,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3437,JAZDZEWSKI-IVU2,I PAMRE,,U2,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-56.0001,-34.6001,10,60,-3584,377,2.55,2,32.06,102,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3438,JAZDZEWSKI-IVU3,I PAMRE,,U3,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-56.3001,-34.6001,10,60,-3414,648,2.54,2,37.94,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3439,JAZDZEWSKI-IVU4,I PAMRE,,U4,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-58.0001,-30.5001,10,60,-3414,866,1.31,2,42.25,102,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3440,JAZDZEWSKI-IVU5,I PAMRE,,U5,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-59.5001,-31.7001,10,60,-2373,1531,0.85,2,41.19,99,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3441,JAZDZEWSKI-IVU6,I PAMRE,,U6,,BONGO,1.13,6,,11-Mar-76,1976,3,11,,,,-61.2001,-36.0001,10,60,-3254,3308,0.36,2,31.37,99,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region IV sampled 1-8Mar & 22-28Mar. Size classes in 2mm.
3442,JAZDZEWSKI-VU1,I PAMRE,,U1,,BONGO,1.13,6,,14-Feb-76,1976,2,14,,,,-60.3001,-44.5001,10,60,-4277,3103,1.16,2,40.4,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region V sampled 14-15 Feb. Size classes in 2mm.
3443,JAZDZEWSKI-VU2,I PAMRE,,U2,,BONGO,1.13,6,,14-Feb-76,1976,2,14,,,,-60.4001,-44.5001,10,60,-2143,4011,1.13,2,37.9,101,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region V sampled 14-15 Feb. Size classes in 2mm.
3444,JAZDZEWSKI-VU3,I PAMRE,,U3,,BONGO,1.13,6,,14-Feb-76,1976,2,14,,,,-60.5001,-44.5001,10,60,-648,1743,1.08,2,39.39,98,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region V sampled 14-15 Feb. Size classes in 2mm.
3445,JAZDZEWSKI-VU4,I PAMRE,,U4,,BONGO,1.13,6,,14-Feb-76,1976,2,14,,,,-60.2001,-43.6001,10,60,-5310,741,1.29,2,39.64,100,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region V sampled 14-15 Feb. Size classes in 2mm.
3446,JAZDZEWSKI-VU5,I PAMRE,,U5,,BONGO,1.13,6,,14-Feb-76,1976,2,14,,,,-60.3001,-42.3001,10,60,-3388,1402,1.12,2,48.77,101,"Jazdzewski, K et al (1978) Biological and populational studies on krill near South Shetland Islands, Scotia Sea and South Georgia in the summer 1976. Polskie Archiwum Hydrobiologii 25(3) 607-631",Region V sampled 14-15 Feb. Size classes in 2mm.
3447,JB0210501,JB002,10,50,1,RMT8,8,4.5,,07-Mar-80,1980,3,7,06:33:00,,N,-59.9832,-45.9412,0,0,-4854,1059,1.37,1,49.88,150,"British Antarctic Survey, data available from UK PDC Offshore Biological Programme (OBP) database.",
3448,JB0211601,JB002,11,60,1,RMT8,8,4.5,,09-Mar-80,1980,3,9,01:29:00,,N,-59.8702,-44.7772,0,0,-4270,1510,1.43,1,48.3,10,"British Antarctic Survey, data available from UK PDC Offshore Biological Programme (OBP) database.",
3449,JB0211611,JB002,11,61,1,NEUS,0.4,5,,09-Mar-80,1980,3,9,02:40:00,,N,-59.8372,-44.6892,0,0,-4080,1528,1.44,1,48.8,50,"British Antarctic Survey, data available from UK PDC Offshore Biological Programme (OBP) database.",
3450,JB0212661,JB002,12,66,1,RMT8,8,4.5,,09-Mar-80,1980,3,9,13:14:00,,D,-59.8022,-44.3162,0,0,-4315,1076,1.48,1,50.42,26,"British Antarctic Survey, data available from UK PDC Offshore Biological Programme (OBP) database.",
3451,JB0212691,JB002,12,69,1,NEUS,0.4,5,,10-Mar-80,1980,3,10,01:25:00,,N,-59.7822,-44.2082,0,0,-4314,975,1.46,1,48.03,72,"British Antarctic Survey, data available from UK PDC Offshore Biological Programme (OBP) database.",
3452,JB0213851,JB002,13,85,1,RMT8,8,4.5,,11-Mar-80,1980,3,11,07:39:00,,N,-59.7152,-43.8262,0,0,-3926,1345,1.59,1,49.71,76,"British Antarctic Survey, data available from UK PDC Offshore Biological Programme (OBP) database.",
